customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST1213,41,Male,South,Secondary,Self-Employed,71600.96,25471.19,Education,683,1,67,45.09,2025-10-15 11:04:12.435108,0
CUST1214,58,Female,East,Graduate,Salaried,41053.56,8191.87,Other,716,0,9,88.2,2023-07-08 11:04:12.435108,0
CUST1215,69,Male,South,Post-Graduate,Self-Employed,75620.33,31143.22,Home,607,1,60,74.63,2022-01-16 11:04:12.435108,0
CUST1216,66,Other,West,Post-Graduate,Self-Employed,51357.11,27153.81,Home,666,11,78,68.99,2023-03-07 11:04:12.435108,0
CUST1217,66,Female,South,Graduate,Salaried,67055.47,27181.86,Home,300,5,77,52.96,2018-07-31 11:04:12.435108,1
CUST1218,69,Male,South,Secondary,Self-Employed,59694.66,24384.76,Education,343,3,71,77.2,2018-01-24 11:04:12.435108,0
CUST1219,29,Female,North,Primary,Salaried,33072.87,20196.17,Education,397,5,15,37.15,2020-07-17 11:04:12.435108,0
CUST1220,56,Female,North,Primary,,37129.0,26728.61,Car,564,11,71,66.71,2024-11-25 11:04:12.435108,0
CUST1221,19,Male,South,Secondary,Salaried,70599.22,25918.14,Car,439,8,98,89.5,2018-02-28 11:04:12.435108,0
CUST1222,20,Male,East,Post-Graduate,Unemployed,43304.49,16459.59,Home,780,12,41,35.17,2022-05-26 11:04:12.435108,0
CUST1223,66,Female,North,Post-Graduate,Self-Employed,41927.03,14263.98,Other,536,9,22,63.92,2025-01-30 11:04:12.435108,0
CUST1224,54,Female,East,Post-Graduate,Salaried,30897.55,21018.56,Car,371,11,24,77.55,2022-04-19 11:04:12.435108,0
CUST1225,66,Female,South,Post-Graduate,Self-Employed,58471.98,35490.2,Car,489,9,44,83.26,2016-05-10 11:04:12.435108,1
CUST1226,34,Female,South,Secondary,,91250.5,7608.93,Education,567,7,1,67.43,2023-01-25 11:04:12.435108,0
CUST1227,66,Female,West,Post-Graduate,Self-Employed,28649.34,5324.75,Other,620,0,10,32.69,2019-12-26 11:04:12.435108,0
CUST1228,19,Female,North,Graduate,Unemployed,50484.39,21647.61,Home,406,12,80,36.1,2021-10-30 11:04:12.435108,0
CUST1229,19,Female,South,Post-Graduate,Unemployed,78244.41,20508.88,Car,531,7,72,11.66,2016-07-26 11:04:12.435108,0
CUST1230,45,Female,West,Primary,Salaried,48407.17,21733.42,Other,341,8,56,70.87,2017-08-09 11:04:12.435108,0
CUST1231,40,Male,North,Post-Graduate,Salaried,59047.44,22439.53,Other,438,5,89,13.42,2020-06-02 11:04:12.435108,0
CUST1232,54,Male,South,Secondary,Self-Employed,28752.13,17767.98,Home,572,9,50,79.17,2026-03-16 11:04:12.435108,0
CUST1233,49,Male,South,Primary,Salaried,58566.14,34898.63,Other,780,4,12,19.49,2025-09-04 11:04:12.435108,1
CUST1234,50,Female,North,Secondary,Unemployed,46257.11,3990.96,Other,715,5,89,23.75,2025-05-25 11:04:12.435108,0
CUST1235,18,Female,North,Secondary,Unemployed,69714.6,11715.03,Other,805,12,81,48.12,2019-10-19 11:04:12.435108,0
CUST1236,36,Female,North,Primary,Salaried,73747.72,18967.45,Car,723,5,60,69.03,2019-01-13 11:04:12.435108,1
CUST1237,19,Male,South,Secondary,Salaried,101791.27,3568.11,Home,706,8,26,21.12,2016-12-31 11:04:12.435108,0
CUST1238,61,Male,South,Secondary,Self-Employed,61592.66,18241.46,Other,689,3,78,45.21,2019-01-19 11:04:12.435108,0
CUST1239,43,Male,West,Post-Graduate,Salaried,56515.93,36614.7,Other,641,1,41,48.63,2026-03-13 11:04:12.435108,1
CUST1240,49,Male,East,Graduate,Unemployed,53887.69,20208.86,Car,792,10,36,26.98,2022-09-17 11:04:12.435108,0
CUST1241,23,Female,North,Secondary,Salaried,42936.67,22307.01,Home,491,10,23,19.24,2017-03-26 11:04:12.435108,1
CUST1242,49,Male,South,Secondary,Self-Employed,56769.68,7398.35,Education,798,8,43,76.91,2017-04-23 11:04:12.435108,0
CUST1243,21,Male,South,Secondary,Salaried,44091.97,13836.39,Car,532,1,6,50.2,2024-07-22 11:04:12.435108,0
CUST1244,28,Other,North,Post-Graduate,Self-Employed,53369.22,16248.04,Home,526,9,69,11.15,2021-10-19 11:04:12.435108,1
CUST1245,34,Male,East,Graduate,Salaried,76351.95,16822.85,Other,670,8,43,74.24,2025-07-02 11:04:12.435108,0
CUST1246,55,Female,North,Primary,Self-Employed,29869.15,32816.44,Home,438,1,25,88.46,2017-02-15 11:04:12.435108,0
CUST1247,41,Female,East,Post-Graduate,Salaried,72797.57,25576.91,Home,448,11,18,58.47,2024-11-17 11:04:12.435108,0
CUST1248,22,Male,South,Post-Graduate,Self-Employed,76342.3,8885.42,Home,414,7,62,50.3,2022-04-28 11:04:12.435108,1
CUST1249,69,Female,East,Graduate,Unemployed,47638.63,22465.05,Education,749,8,13,80.27,2024-12-08 11:04:12.435108,1
CUST1250,51,Female,West,Graduate,Salaried,7562.9,24982.22,Home,362,11,43,86.2,2017-10-05 11:04:12.435108,0
CUST1251,23,Other,South,Post-Graduate,Salaried,37843.56,31401.49,Education,403,9,78,70.36,2017-10-15 11:04:12.435108,0
CUST1252,39,Male,West,Primary,Salaried,75939.89,35805.41,Other,572,8,28,45.64,2023-10-01 11:04:12.435108,1
CUST1253,28,Other,North,Post-Graduate,Self-Employed,49542.64,9849.06,Education,305,9,18,57.38,2021-09-05 11:04:12.435108,0
CUST1254,65,Female,North,Graduate,Self-Employed,30013.96,11891.42,Other,446,8,59,66.07,2022-07-07 11:04:12.435108,0
CUST1255,33,Male,North,Primary,Self-Employed,39904.5,7424.22,Other,483,1,60,25.54,2018-03-15 11:04:12.435108,0
CUST1256,50,Female,East,Graduate,Salaried,66812.4,17659.8,Education,327,3,63,45.78,2019-04-28 11:04:12.435108,0
CUST1257,26,,South,Primary,Salaried,60934.67,24663.58,Car,849,6,57,76.39,2022-04-08 11:04:12.435108,0
CUST1258,23,Female,North,Secondary,Self-Employed,45221.36,29873.35,Business,418,11,92,62.38,2026-02-18 11:04:12.435108,0
CUST1259,33,Male,North,Graduate,Salaried,42663.51,19240.49,Home,592,1,51,42.9,2023-02-25 11:04:12.435108,0
CUST1260,46,Female,South,Graduate,,42164.84,16801.52,Business,670,0,56,63.07,2021-02-04 11:04:12.435108,1
CUST1261,20,Male,North,Post-Graduate,Salaried,31551.8,21517.58,Home,543,2,27,19.46,2018-09-22 11:04:12.435108,0
CUST1262,37,Male,West,Graduate,Self-Employed,82307.51,11648.57,Home,517,11,32,42.12,2022-05-25 11:04:12.435108,0
CUST1263,53,Male,South,Graduate,Salaried,43553.59,40895.39,Other,476,3,9,73.45,2024-10-26 11:04:12.435108,0
CUST1264,36,Male,South,Secondary,Salaried,74343.17,3923.39,Home,598,7,96,27.64,2024-07-14 11:04:12.435108,0
CUST1265,43,Male,South,Graduate,Self-Employed,80426.32,21847.41,Home,357,5,84,24.88,2024-02-01 11:04:12.435108,0
CUST1266,20,Male,West,Secondary,Self-Employed,69966.22,40236.06,Education,568,10,92,86.07,2018-08-09 11:04:12.435108,0
CUST1267,36,Female,South,Secondary,,41367.59,20068.0,Business,607,1,97,26.79,2024-05-06 11:04:12.435108,0
CUST1268,37,Male,West,Secondary,Salaried,58074.6,18099.61,Education,587,8,68,30.87,2019-11-05 11:04:12.435108,1
CUST1269,49,Male,South,Secondary,Salaried,49516.09,16425.55,Home,404,1,46,87.57,2020-10-28 11:04:12.435108,0
CUST1270,24,Female,East,Primary,Self-Employed,31925.96,18196.08,Other,527,12,98,68.78,2023-11-19 11:04:12.435108,0
CUST1271,69,Female,North,Post-Graduate,Self-Employed,56487.19,33728.48,Education,546,11,67,65.97,2023-08-21 11:04:12.435108,0
CUST1272,58,Female,East,Primary,Salaried,26419.2,1000.0,Education,793,4,26,78.23,2020-07-15 11:04:12.435108,1
CUST1273,50,Male,North,Graduate,Salaried,73753.59,35334.34,Car,382,11,8,19.27,2021-04-06 11:04:12.435108,0
CUST1274,57,Male,West,Primary,Salaried,40707.65,5760.43,Home,485,3,6,66.48,2022-02-25 11:04:12.435108,0
CUST1275,56,Male,East,Primary,Unemployed,54023.19,17333.48,Other,551,12,80,50.3,2021-05-31 11:04:12.435108,0
CUST1276,35,Male,South,Graduate,Salaried,55665.76,15707.56,Education,654,6,24,76.33,2017-09-15 11:04:12.435108,0
CUST1277,57,Male,North,Graduate,Salaried,44821.9,25885.53,Education,509,7,48,50.65,2019-02-17 11:04:12.435108,0
CUST1278,18,Male,North,Graduate,Salaried,61733.88,4018.76,Other,746,4,94,59.62,2018-11-14 11:04:12.435108,0
CUST1279,28,Male,East,Primary,Salaried,40501.93,24621.73,Home,759,9,45,48.22,2017-01-25 11:04:12.435108,1
CUST1280,45,Male,West,Primary,Salaried,67425.95,40243.1,Car,771,4,13,48.25,2020-02-21 11:04:12.435108,1
CUST1281,42,Female,East,Graduate,Self-Employed,23080.41,6368.26,Education,669,1,69,71.44,2016-08-02 11:04:12.435108,0
CUST1282,67,Male,West,Post-Graduate,Salaried,52527.59,21897.06,Car,791,7,25,60.29,2022-12-12 11:04:12.435108,1
CUST1283,40,Male,West,Post-Graduate,Unemployed,88778.58,13380.18,Business,436,1,20,60.66,2022-07-24 11:04:12.435108,0
CUST1284,48,Female,North,Secondary,Salaried,29993.37,24258.87,Home,666,9,82,46.02,2018-12-06 11:04:12.435108,0
CUST1285,47,Female,East,Graduate,Self-Employed,36445.1,20191.48,Business,483,11,82,52.49,2022-12-13 11:04:12.435108,0
CUST1286,59,Male,East,Secondary,Unemployed,60278.16,13585.13,Business,586,5,66,69.66,2018-10-27 11:04:12.435108,0
CUST1287,52,Female,West,Post-Graduate,Self-Employed,53591.64,24878.72,Business,771,7,74,76.08,2016-06-06 11:04:12.435108,1
CUST1288,24,Female,East,Secondary,Self-Employed,57012.6,38043.48,Home,674,5,45,65.72,2017-02-22 11:04:12.435108,0
CUST1289,33,Male,South,Graduate,Salaried,59783.74,18090.96,Home,836,3,47,83.93,2024-04-15 11:04:12.435108,0
CUST1290,43,Female,South,Graduate,Salaried,62694.43,27197.58,Other,810,12,63,75.63,2023-06-05 11:04:12.435108,0
CUST1291,65,Other,East,Graduate,Self-Employed,72194.0,7067.27,Car,549,3,76,54.95,2017-01-04 11:04:12.435108,0
CUST1292,69,Male,East,Primary,,58196.37,10435.64,Car,809,5,77,63.71,2018-12-01 11:04:12.435108,0
CUST1293,66,Male,West,Secondary,Self-Employed,45174.85,24724.06,Other,372,12,55,84.1,2017-02-08 11:04:12.435108,0
CUST1294,19,Female,South,Post-Graduate,Self-Employed,63451.47,34841.16,Other,581,3,75,59.53,2016-09-13 11:04:12.435108,0
CUST1295,18,Female,South,Post-Graduate,Self-Employed,87997.64,23556.13,Business,659,7,19,75.98,2025-12-28 11:04:12.435108,1
CUST1296,65,Male,North,Post-Graduate,Salaried,47347.33,16869.42,Other,309,8,35,65.1,2020-01-21 11:04:12.435108,1
CUST1297,29,Male,West,Primary,Salaried,30509.41,19992.91,Education,510,0,53,54.15,2017-02-22 11:04:12.435108,0
CUST1298,22,Male,North,Primary,Self-Employed,72141.61,7495.92,Car,451,12,26,29.35,2022-02-11 11:04:12.435108,1
CUST1299,54,Female,South,Graduate,,47592.38,26045.15,Other,304,3,14,44.08,2019-01-07 11:04:12.435108,0
CUST1300,49,Female,West,Post-Graduate,Salaried,6546.61,28823.33,Education,494,3,45,87.42,2019-06-22 11:04:12.435108,0
CUST1301,26,Male,East,Primary,Self-Employed,66948.43,15479.1,Education,582,1,44,62.62,2023-11-08 11:04:12.435108,0
CUST1302,58,Female,West,Graduate,Salaried,39293.44,15299.58,Education,763,5,88,55.15,2021-10-17 11:04:12.435108,0
CUST1303,52,Female,East,Post-Graduate,Self-Employed,48189.33,22658.78,Education,412,2,65,84.64,2018-10-02 11:04:12.435108,0
CUST1304,36,Male,East,Secondary,Salaried,56639.61,15632.8,Business,570,6,51,56.92,2022-05-25 11:04:12.435108,0
CUST1305,65,Male,West,Graduate,Salaried,53809.99,19338.67,Education,462,12,43,52.09,2017-10-31 11:04:12.435108,0
CUST1306,33,Female,East,Primary,Self-Employed,64189.04,40997.22,Business,759,10,86,70.74,2024-06-17 11:04:12.435108,0
CUST1307,20,Female,North,Primary,Salaried,41290.27,17529.74,Business,404,10,23,67.01,2026-03-31 11:04:12.435108,0
CUST1308,37,Female,South,Graduate,Self-Employed,60262.12,16416.6,Education,581,4,56,25.45,2022-10-02 11:04:12.435108,0
CUST1309,41,Female,East,Graduate,Self-Employed,44809.07,13524.58,Car,461,3,19,47.7,2022-10-24 11:04:12.435108,0
CUST1310,50,Male,North,Primary,Unemployed,64776.21,27441.92,Education,650,4,82,47.8,2021-08-26 11:04:12.435108,0
CUST1311,41,Male,East,Secondary,Salaried,62307.35,18187.76,Education,733,7,76,40.26,2019-01-28 11:04:12.435108,0
CUST1312,69,Female,South,Post-Graduate,Salaried,31291.23,13506.27,Education,439,2,55,51.38,2025-02-23 11:04:12.435108,0
CUST1313,28,Male,North,Secondary,Salaried,71719.64,33213.04,Car,770,6,92,43.05,2021-08-27 11:04:12.435108,0
CUST1314,66,Male,South,Graduate,,39280.73,34196.03,Home,431,5,92,25.95,2025-05-28 11:04:12.435108,1
CUST1315,25,Male,South,Secondary,Unemployed,66161.16,13995.76,Home,386,11,60,42.99,2020-11-30 11:04:12.435108,0
CUST1316,53,Male,North,Primary,Self-Employed,57345.75,1334.6,Business,482,0,59,15.78,2018-06-26 11:04:12.435108,0
CUST1317,55,Male,North,Graduate,Unemployed,86763.67,30075.14,Business,667,12,33,56.06,2017-05-29 11:04:12.435108,0
CUST1318,57,Male,North,Post-Graduate,Self-Employed,45530.68,13153.7,Car,428,6,19,78.29,2017-06-09 11:04:12.435108,1
CUST1319,37,Male,West,Primary,Self-Employed,43013.66,27906.26,Other,545,12,28,68.02,2023-09-28 11:04:12.435108,0
CUST1320,52,Male,North,Primary,Salaried,49611.61,1000.0,Home,677,6,52,38.83,2021-03-08 11:04:12.435108,0
CUST1321,65,Female,North,Post-Graduate,Self-Employed,43936.4,28925.97,Business,448,11,49,16.97,2020-04-28 11:04:12.435108,1
CUST1322,42,Female,North,Post-Graduate,Salaried,65998.84,7888.28,Home,732,0,37,26.17,2021-02-05 11:04:12.435108,0
CUST1323,52,Female,North,Secondary,Unemployed,17673.79,27307.64,Car,768,8,26,53.64,2020-12-16 11:04:12.435108,0
CUST1324,42,Female,East,Graduate,Self-Employed,28926.35,20142.73,Car,745,5,99,26.56,2021-08-02 11:04:12.435108,0
CUST1325,46,Female,West,Post-Graduate,Self-Employed,28643.94,10460.61,Other,780,11,98,53.52,2026-01-14 11:04:12.435108,0
CUST1326,35,Male,South,Post-Graduate,Salaried,69006.15,15929.64,Other,593,1,99,28.53,2024-07-11 11:04:12.435108,0
CUST1327,63,Female,North,Graduate,Salaried,84212.27,26863.18,Car,442,4,40,77.91,2016-12-15 11:04:12.435108,0
CUST1328,35,Female,East,Post-Graduate,Salaried,47911.02,21058.94,Business,549,12,80,41.78,2023-11-26 11:04:12.435108,0
CUST1329,19,Female,East,Post-Graduate,Salaried,46623.57,25844.13,Home,601,10,38,29.64,2023-09-05 11:04:12.435108,0
CUST1330,52,Male,East,Secondary,Salaried,51401.04,39764.41,Education,324,3,77,74.99,2023-08-06 11:04:12.435108,0
CUST1331,33,Male,South,Primary,Unemployed,73237.57,4357.58,Other,369,6,87,37.43,2017-06-15 11:04:12.435108,0
CUST1332,58,Male,North,Primary,Self-Employed,31452.94,36172.13,Education,411,7,54,18.92,2017-01-11 11:04:12.435108,0
CUST1333,53,Male,West,Primary,Salaried,54767.38,21043.56,Business,663,10,22,55.63,2020-11-12 11:04:12.435108,1
CUST1334,50,Female,West,Primary,Salaried,69503.95,11012.16,Other,602,10,16,56.53,2024-07-07 11:04:12.435108,0
CUST1335,21,Female,East,Post-Graduate,Salaried,60021.88,6696.86,Education,770,0,28,67.18,2020-02-26 11:04:12.435108,1
CUST1336,50,Male,South,Graduate,Self-Employed,53791.63,18108.8,Business,390,4,35,29.22,2025-04-30 11:04:12.435108,0
CUST1337,31,,South,Graduate,Self-Employed,70020.92,29216.5,Home,829,2,60,45.5,2026-01-05 11:04:12.435108,0
CUST1338,38,Female,South,Secondary,Unemployed,5000.0,18724.51,Business,491,0,45,32.59,2017-07-29 11:04:12.435108,0
CUST1339,65,Male,West,Secondary,Salaried,63557.51,35111.55,Other,541,11,46,16.48,2019-02-20 11:04:12.435108,0
CUST1340,37,Male,East,Post-Graduate,,36918.49,5488.24,Car,437,2,72,80.13,2018-07-01 11:04:12.435108,0
CUST1341,25,Male,North,Graduate,Unemployed,13387.34,19879.11,Home,644,5,55,68.31,2018-06-26 11:04:12.435108,0
CUST1342,24,Male,West,Graduate,Salaried,60224.05,7476.07,Education,479,6,86,34.12,2022-05-13 11:04:12.435108,1
CUST1343,20,Male,East,Primary,Unemployed,77473.17,23636.32,Other,802,7,85,57.95,2021-05-19 11:04:12.435108,0
CUST1344,34,Male,East,Post-Graduate,Salaried,47251.03,28868.87,Car,502,12,26,26.1,2017-12-03 11:04:12.435108,0
CUST1345,50,Male,North,Post-Graduate,Unemployed,69057.49,15792.38,Business,491,10,85,81.22,2021-01-30 11:04:12.435108,0
CUST1346,65,Male,North,Primary,Salaried,82245.57,1000.0,Car,304,3,25,19.19,2018-05-29 11:04:12.435108,1
CUST1347,29,Female,North,Post-Graduate,Unemployed,76298.29,21989.48,Other,536,2,65,10.31,2019-06-22 11:04:12.435108,0
CUST1348,68,Male,South,Post-Graduate,Unemployed,82799.29,24367.39,Other,610,4,6,50.16,2021-07-15 11:04:12.435108,0
CUST1349,39,Female,North,Secondary,Unemployed,64842.55,24042.95,Car,848,8,23,56.65,2019-02-25 11:04:12.435108,0
CUST1350,39,Male,East,Graduate,Self-Employed,51508.67,32357.82,Business,355,12,64,56.32,2026-02-26 11:04:12.435108,0
CUST1351,63,,North,Post-Graduate,Salaried,17960.68,9289.46,Car,742,5,87,14.36,2017-03-12 11:04:12.435108,0
CUST1352,47,Male,East,Secondary,Salaried,45078.75,26802.16,Other,536,8,43,35.12,2021-04-27 11:04:12.435108,0
CUST1353,55,Male,West,Graduate,Salaried,33135.07,31925.08,Other,496,5,23,49.94,2025-05-30 11:04:12.435108,0
CUST1354,55,Other,South,Primary,Salaried,93418.85,2214.12,Education,813,1,96,27.33,2026-01-04 11:04:12.435108,0
CUST1355,62,Female,West,Secondary,Self-Employed,46482.28,23196.52,Education,748,12,30,79.81,2025-12-13 11:04:12.435108,0
CUST1356,68,Female,West,Secondary,Salaried,52464.1,14958.2,Home,659,4,77,16.97,2022-07-10 11:04:12.435108,0
CUST1357,25,Male,East,Graduate,,61029.71,19184.77,Other,329,11,18,48.99,2017-06-13 11:04:12.435108,1
CUST1358,44,Male,West,Primary,Self-Employed,50872.05,23476.76,Education,407,10,87,65.31,2016-12-01 11:04:12.435108,0
CUST1359,44,Female,East,Secondary,Unemployed,83901.02,15127.71,Car,744,8,79,30.94,2023-08-31 11:04:12.435108,0
CUST1360,51,Other,North,Post-Graduate,Salaried,37547.01,13242.92,Business,737,7,97,59.94,2022-05-31 11:04:12.435108,0
CUST1361,38,Female,North,Post-Graduate,Unemployed,53892.15,20341.52,Car,756,6,21,76.35,2025-09-22 11:04:12.435108,0
CUST1362,47,Female,East,Post-Graduate,Unemployed,35150.59,9127.54,Business,794,0,57,25.23,2016-07-07 11:04:12.435108,1
CUST1363,50,Male,North,Primary,Salaried,23599.55,9141.75,Education,546,3,23,83.38,2017-05-25 11:04:12.435108,0
CUST1364,45,Female,South,Secondary,Self-Employed,37764.62,26793.73,Home,842,11,91,54.28,2024-10-19 11:04:12.435108,0
CUST1365,64,Male,West,Post-Graduate,Self-Employed,49259.26,8512.06,Car,738,6,45,33.94,2025-11-13 11:04:12.435108,0
CUST1366,50,Male,South,Primary,Salaried,41413.96,26663.13,Car,577,10,44,44.47,2019-01-01 11:04:12.435108,1
CUST1367,22,Male,West,Post-Graduate,Self-Employed,36151.58,24625.91,Car,410,6,82,34.98,2018-03-20 11:04:12.435108,0
CUST1368,65,Female,North,Graduate,Salaried,21873.65,2741.93,Business,684,5,88,68.01,2020-11-27 11:04:12.435108,0
CUST1369,36,Male,South,Secondary,Salaried,48337.89,13224.35,Education,490,7,47,73.7,2021-10-18 11:04:12.435108,1
CUST1370,21,Male,North,Secondary,Salaried,19905.59,31941.09,Car,789,10,40,76.63,2021-09-30 11:04:12.435108,0
CUST1371,52,Female,West,Primary,Salaried,65201.12,10188.34,Car,725,12,51,88.86,2018-09-30 11:04:12.435108,0
CUST1372,66,Male,East,Primary,Salaried,51648.8,15355.96,Home,704,5,42,73.3,2026-01-17 11:04:12.435108,0
CUST1373,34,Female,East,Secondary,Salaried,20848.97,24620.61,Home,634,9,7,58.11,2020-11-05 11:04:12.435108,0
CUST1374,61,Male,South,Post-Graduate,,43815.82,27833.91,Education,508,2,50,37.14,2017-01-03 11:04:12.435108,0
CUST1375,45,Female,North,Post-Graduate,Self-Employed,34956.87,17484.61,Education,321,3,48,53.57,2018-03-13 11:04:12.435108,0
CUST1376,47,Female,North,Graduate,,56383.49,14024.9,Other,507,2,84,13.29,2020-08-07 11:04:12.435108,1
CUST1377,46,Male,South,Post-Graduate,Salaried,76809.01,34223.7,Home,307,0,91,69.59,2016-05-16 11:04:12.435108,0
CUST1378,63,Male,East,Primary,Salaried,12496.55,37389.0,Other,828,9,6,45.68,2020-09-23 11:04:12.435108,0
CUST1379,23,Male,West,Primary,Self-Employed,52300.52,29788.58,Business,465,4,91,11.6,2019-04-29 11:04:12.435108,0
CUST1380,52,Male,South,Post-Graduate,Salaried,46797.34,20853.18,Other,795,0,9,15.0,2025-02-21 11:04:12.435108,0
CUST1381,58,,West,Primary,Salaried,63426.8,11917.34,Car,728,0,57,41.0,2025-02-25 11:04:12.435108,0
CUST1382,54,Male,East,Secondary,Self-Employed,54263.93,11695.56,Other,462,1,31,56.67,2021-06-14 11:04:12.435108,0
CUST1383,41,Female,North,Secondary,Salaried,34960.61,25225.14,Education,665,12,21,47.14,2019-07-20 11:04:12.435108,0
CUST1384,46,Male,East,Post-Graduate,Self-Employed,43618.92,24183.98,Business,825,3,90,59.54,2021-02-03 11:04:12.435108,0
CUST1385,66,Female,South,Secondary,Self-Employed,34079.48,34015.99,Car,538,5,40,48.42,2024-02-29 11:04:12.435108,1
CUST1386,63,Female,North,Secondary,Salaried,71520.14,26504.5,Other,371,7,45,62.94,2024-07-17 11:04:12.435108,1
CUST1387,48,Female,South,Graduate,Salaried,50426.23,4969.2,Business,744,12,77,27.53,2025-02-18 11:04:12.435108,0
CUST1388,52,Female,South,Graduate,Self-Employed,88023.81,30519.48,Business,808,2,49,19.03,2022-08-01 11:04:12.435108,0
CUST1389,50,Male,East,Secondary,Salaried,48786.78,10019.39,Car,568,0,87,57.71,2023-10-10 11:04:12.435108,0
CUST1390,69,Male,South,Post-Graduate,Salaried,35831.86,16160.29,Other,714,2,20,48.78,2024-05-28 11:04:12.435108,0
CUST1391,38,Other,East,Graduate,,19725.71,22502.0,Business,544,11,92,12.15,2021-10-22 11:04:12.435108,0
CUST1392,49,Female,North,Primary,Salaried,13937.21,39956.67,Business,359,2,17,40.44,2018-02-01 11:04:12.435108,0
CUST1393,40,Other,East,Primary,Self-Employed,18317.28,51099.19,Home,305,4,28,18.49,2018-06-24 11:04:12.435108,0
CUST1394,50,Male,North,Primary,,55342.53,26067.23,Business,706,10,41,52.51,2019-09-05 11:04:12.435108,0
CUST1395,20,Female,East,Post-Graduate,Salaried,60174.5,18168.03,Home,516,11,66,41.66,2018-10-16 11:04:12.435108,0
CUST1396,35,Other,West,Secondary,Salaried,18376.19,25345.06,Other,325,11,25,59.05,2017-01-02 11:04:12.435108,0
CUST1397,42,Male,West,Primary,Salaried,67900.77,28876.55,Other,304,3,58,74.45,2022-11-05 11:04:12.435108,0
CUST1398,59,Male,South,Post-Graduate,Salaried,40338.78,16793.32,Other,831,12,41,33.97,2024-08-07 11:04:12.435108,0
CUST1399,48,Female,East,Graduate,Salaried,52935.86,37952.11,Education,689,3,6,86.97,2022-06-06 11:04:12.435108,0
CUST1400,20,Female,East,Secondary,Self-Employed,82244.41,22300.71,Other,747,8,75,52.85,2017-01-12 11:04:12.435108,0
CUST1401,57,Female,North,Graduate,Salaried,67936.79,24977.43,Business,445,6,38,59.46,2024-09-26 11:04:12.435108,1
CUST1402,63,Male,South,Post-Graduate,Self-Employed,44629.39,26659.24,Car,687,3,6,64.45,2019-11-13 11:04:12.435108,0
CUST1403,41,Female,East,Primary,,32176.16,24215.87,Home,548,2,45,63.34,2016-12-28 11:04:12.435108,0
CUST1404,67,Male,South,Primary,Unemployed,6963.69,28389.41,Education,825,5,75,50.88,2016-11-29 11:04:12.435108,0
CUST1405,49,Male,West,Post-Graduate,Self-Employed,35616.93,13827.47,Other,761,2,14,44.3,2022-11-25 11:04:12.435108,1
CUST1406,64,Male,East,Primary,Salaried,45777.4,14416.98,Other,312,5,66,14.3,2021-09-11 11:04:12.435108,0
CUST1407,39,Female,East,Secondary,Self-Employed,30256.41,8998.46,Car,683,10,40,11.77,2021-12-27 11:04:12.435108,0
CUST1408,40,Female,South,Post-Graduate,Self-Employed,47374.86,24395.01,Car,698,12,3,38.64,2025-11-29 11:04:12.435108,1
CUST1409,19,Female,East,Graduate,Salaried,51537.04,27789.37,Education,318,10,99,36.69,2022-04-22 11:04:12.435108,1
CUST1410,44,Male,South,Post-Graduate,Salaried,45502.88,24577.73,Home,790,12,97,41.02,2018-02-11 11:04:12.435108,1
CUST1411,59,Female,East,Secondary,Unemployed,36999.95,36744.92,Other,718,12,24,21.07,2016-12-26 11:04:12.435108,1
CUST1412,19,Male,North,Secondary,Salaried,53373.09,19944.04,Education,636,11,19,69.05,2022-01-17 11:04:12.435108,1
CUST1413,43,Female,South,Post-Graduate,Salaried,58838.81,26687.42,Business,718,8,18,78.56,2017-04-01 11:04:12.435108,0
CUST1414,34,Male,East,Post-Graduate,Salaried,28192.02,9082.99,Business,421,5,64,85.1,2025-11-24 11:04:12.435108,0
CUST1415,57,Male,West,Primary,Salaried,78218.65,16129.0,Education,731,11,88,49.39,2018-06-08 11:04:12.435108,0
CUST1416,50,Female,East,Secondary,Unemployed,48028.24,26955.38,Other,343,3,35,66.07,2017-02-12 11:04:12.435108,0
CUST1417,26,Male,West,Post-Graduate,Self-Employed,50376.99,28491.02,Education,616,4,62,78.44,2023-01-09 11:04:12.435108,0
CUST1418,60,Female,West,Post-Graduate,Self-Employed,64164.29,17060.33,Other,680,12,1,43.46,2017-02-10 11:04:12.435108,0
CUST1419,65,Female,North,Secondary,Salaried,54664.32,19284.01,Car,444,5,100,34.75,2023-12-03 11:04:12.435108,0
CUST1420,56,Male,South,Post-Graduate,Salaried,69062.73,4821.26,Education,626,10,25,84.94,2026-01-06 11:04:12.435108,0
CUST1421,46,Female,East,Primary,Salaried,55742.48,16429.71,Other,662,2,45,51.25,2018-12-27 11:04:12.435108,0
CUST1422,59,Male,North,Secondary,Salaried,37751.25,28903.83,Education,349,7,49,49.78,2020-11-16 11:04:12.435108,0
CUST1423,43,Female,East,Primary,Salaried,57230.07,25752.05,Education,364,3,98,24.27,2017-09-11 11:04:12.435108,0
CUST1424,52,Other,West,Primary,Self-Employed,27125.48,25006.66,Other,654,7,89,18.65,2026-05-02 11:04:12.435108,0
CUST1425,67,Female,South,Primary,Salaried,52171.19,20497.74,Other,463,9,16,77.37,2022-09-27 11:04:12.435108,0
CUST1426,42,Male,East,Primary,Self-Employed,49335.4,20070.63,Home,440,9,98,59.13,2019-02-10 11:04:12.435108,0
